Time[s] Temp[graderC] Pressure[mbar] altitude[m] accX[mg] accY[mg] accZ[mg] gyroX[degrees/s] gyroY[degrees/s] gyroZ[degrees/s] magX[µT] magY[µT] magZ[µT]
9.06 24.00 1022.16 28.26 0.034160 -0.037088 1.012112 0.56 0.14 -0.77 -0.1290 -0.4965 -0.6435
9.07 24.00 1022.19 28.24 0.033184 -0.037576 1.012112 0.56 0.14 -0.77 -0.1335 -0.4950 -0.6315
9.08 24.00 1022.10 28.27 0.033184 -0.038064 1.012600 0.56 0.07 -0.77 -0.1320 -0.4995 -0.6255
9.09 24.00 1022.13 28.29 0.031232 -0.038064 1.012112 0.63 0.14 -0.77 -0.1275 -0.4905 -0.6315
9.10 24.00 1022.13 28.30 0.032208 -0.038064 1.011624 0.56 0.07 -0.77 -0.1350 -0.4980 -0.6270
9.11 24.00 1022.18 28.29 0.035136 -0.037088 1.013576 0.63 0.07 -0.77 -0.1275 -0.5010 -0.6300
9.12 24.00 1022.08 28.32 0.034160 -0.036112 1.013088 0.63 0.07 -0.77 -0.1275 -0.4890 -0.6345
9.13 24.00 1022.08 28.35 0.034160 -0.037576 1.011136 0.56 0.07 -0.84 -0.1230 -0.4905 -0.6300
9.14 23.94 1022.10 28.37 0.032696 -0.035136 1.012600 0.56 0.07 -0.77 -0.1440 -0.4920 -0.6330
9.15 23.94 1022.14 28.37 0.032208 -0.037088 1.012112 0.63 0.07 -0.77 -0.1245 -0.4935 -0.6240
9.16 23.94 1022.09 28.40 0.033184 -0.036112 1.011624 0.63 0.07 -0.77 -0.1335 -0.4890 -0.6405
9.17 23.94 1022.09 28.42 0.032208 -0.035624 1.011136 0.63 0.14 -0.77 -0.1335 -0.4905 -0.6300
9.18 23.94 1022.20 28.40 0.034160 -0.038552 1.013088 0.63 0.07 -0.77 -0.1335 -0.4875 -0.6390
9.19 23.94 1022.22 28.37 0.033184 -0.035136 1.013576 0.63 0.07 -0.77 -0.1305 -0.4950 -0.6315
9.20 23.94 1022.21 28.34 0.034160 -0.036112 1.012112 0.56 0.07 -0.77 -0.1380 -0.4920 -0.6270
9.21 23.94 1022.21 28.32 0.032696 -0.037088 1.012600 0.56 0.07 -0.77 -0.1335 -0.4935 -0.6315
9.22 23.94 1022.23 28.29 0.032696 -0.035624 1.012600 0.63 0.07 -0.77 -0.1425 -0.4935 -0.6315
9.23 23.94 1022.19 28.28 0.031720 -0.035136 1.013088 0.63 0.07 -0.77 -0.1305 -0.4860 -0.6255
9.24 23.94 1022.22 28.25 0.033672 -0.035624 1.012112 0.56 0.07 -0.77 -0.1365 -0.4920 -0.6345
9.25 23.94 1022.22 28.23 0.032696 -0.037088 1.013088 0.63 0.07 -0.77 -0.1380 -0.4950 -0.6375
9.26 23.94 1022.15 28.24 0.034160 -0.037576 1.013576 0.63 0.07 -0.77 -0.1380 -0.4890 -0.6345
9.27 23.94 1022.18 28.23 0.032208 -0.036600 1.011624 0.63 0.07 -0.77 -0.1395 -0.4845 -0.6315
9.28 23.94 1022.09 28.26 0.033672 -0.037088 1.012600 0.56 0.07 -0.84 -0.1470 -0.4830 -0.6300
9.29 23.94 1022.09 28.30 0.032696 -0.036600 1.013088 0.56 0.07 -0.77 -0.1275 -0.4950 -0.6375
9.30 23.94 1022.23 28.26 0.031720 -0.036600 1.012600 0.63 0.07 -0.77 -0.1350 -0.4845 -0.6375
9.31 23.94 1022.13 28.28 0.034160 -0.036112 1.013576 0.63 0.07 -0.77 -0.1320 -0.4950 -0.6255
9.32 23.94 1022.17 28.27 0.032696 -0.036600 1.013088 0.56 0.07 -0.84 -0.1305 -0.4920 -0.6345
9.33 23.94 1022.17 28.26 0.032696 -0.035136 1.011624 0.56 0.07 -0.77 -0.1290 -0.4950 -0.6330
9.34 23.94 1022.13 28.28 0.032696 -0.036112 1.012112 0.56 0.07 -0.77 -0.1320 -0.4830 -0.6285
9.35 23.94 1022.19 28.26 0.034160 -0.037088 1.013576 0.56 0.07 -0.77 -0.1380 -0.4935 -0.6255
9.36 23.94 1022.16 28.26 0.034160 -0.035624 1.012112 0.56 0.07 -0.77 -0.1425 -0.4950 -0.6345
9.37 23.94 1022.16 28.27 0.033672 -0.038064 1.012112 0.56 0.07 -0.77 -0.1365 -0.4980 -0.6375
9.38 23.94 1022.06 28.31 0.033184 -0.036600 1.012600 0.63 0.07 -0.77 -0.1320 -0.4920 -0.6420
9.39 23.94 1022.22 28.28 0.032696 -0.035624 1.012112 0.56 0.07 -0.84 -0.1395 -0.4965 -0.6315
9.40 23.94 1022.15 28.28 0.033184 -0.036600 1.012600 0.63 0.07 -0.84 -0.1260 -0.4935 -0.6360
9.41 23.94 1022.15 28.29 0.032208 -0.037088 1.012112 0.56 0.07 -0.77 -0.1260 -0.4890 -0.6285
9.42 23.94 1022.09 28.32 0.033184 -0.037088 1.012600 0.56 0.07 -0.77 -0.1335 -0.4875 -0.6360
9.43 23.94 1022.24 28.28 0.033672 -0.037088 1.012600 0.63 0.07 -0.77 -0.1335 -0.4950 -0.6285
9.44 23.94 1022.14 28.29 0.032696 -0.036112 1.012112 0.63 0.07 -0.84 -0.1365 -0.4920 -0.6300
9.45 23.94 1022.14 28.30 0.032696 -0.036600 1.013088 0.56 0.07 -0.77 -0.1380 -0.4890 -0.6315
9.46 23.94 1022.16 28.30 0.033184 -0.036600 1.012600 0.56 0.07 -0.77 -0.1350 -0.4935 -0.6270
9.47 23.94 1022.12 28.31 0.032208 -0.036112 1.012112 0.56 0.14 -0.77 -0.1290 -0.4965 -0.6285
9.48 23.94 1022.10 28.34 0.033672 -0.036112 1.012112 0.63 0.07 -0.84 -0.1335 -0.4890 -0.6330
9.49 23.94 1022.10 28.36 0.032208 -0.036600 1.013088 0.63 0.07 -0.77 -0.1320 -0.4890 -0.6360
9.50 23.94 1022.21 28.34 0.032208 -0.035136 1.012600 0.63 0.00 -0.77 -0.1365 -0.4920 -0.6390
9.51 23.94 1022.25 28.30 0.035136 -0.037088 1.013088 0.56 0.07 -0.77 -0.1290 -0.4875 -0.6360
9.52 23.94 1022.22 28.27 0.032696 -0.037088 1.012600 0.56 0.07 -0.77 -0.1395 -0.4845 -0.6345
9.53 23.94 1022.22 28.25 0.032208 -0.036600 1.012600 0.63 0.07 -0.77 -0.1350 -0.4965 -0.6375
9.54 23.94 1022.23 28.22 0.034160 -0.035624 1.013576 0.56 0.07 -0.77 -0.1410 -0.4920 -0.6345
9.55 23.94 1022.18 28.21 0.032208 -0.035624 1.012600 0.56 0.07 -0.77 -0.1440 -0.4905 -0.6300
9.56 23.94 1022.19 28.20 0.033184 -0.036112 1.012112 0.56 0.07 -0.77 -0.1395 -0.4905 -0.6285
9.57 23.94 1022.19 28.19 0.031720 -0.038552 1.013576 0.56 0.07 -0.77 -0.1440 -0.4935 -0.6375
9.58 23.94 1022.22 28.17 0.033184 -0.037088 1.014552 0.56 0.07 -0.77 -0.1290 -0.4950 -0.6345
9.59 23.94 1022.20 28.16 0.032208 -0.037088 1.014064 0.63 0.14 -0.84 -0.1320 -0.4905 -0.6315
9.60 23.94 1022.16 28.17 0.030256 -0.038552 1.012112 0.56 0.14 -0.77 -0.1350 -0.4935 -0.6345
9.61 23.94 1022.16 28.17 0.033184 -0.037088 1.011624 0.56 0.07 -0.77 -0.1305 -0.4905 -0.6315
9.62 23.94 1022.16 28.17 0.033672 -0.036112 1.011136 0.63 0.07 -0.84 -0.1365 -0.4890 -0.6285
9.63 23.94 1022.23 28.15 0.033672 -0.037088 1.013088 0.56 0.07 -0.84 -0.1380 -0.4875 -0.6345
9.64 23.94 1022.12 28.18 0.033184 -0.036600 1.012112 0.63 0.07 -0.84 -0.1350 -0.4935 -0.6360
9.65 23.94 1022.12 28.20 0.034160 -0.036600 1.011624 0.56 0.14 -0.77 -0.1335 -0.4920 -0.6390
9.66 23.94 1022.18 28.20 0.031720 -0.035624 1.012600 0.63 0.07 -0.77 -0.1320 -0.4890 -0.6375
9.67 23.94 1022.15 28.21 0.034160 -0.038064 1.012112 0.56 0.00 -0.77 -0.1350 -0.4980 -0.6315
9.68 23.94 1022.12 28.23 0.033184 -0.036112 1.011136 0.56 0.07 -0.77 -0.1320 -0.4875 -0.6285
9.69 23.94 1022.12 28.25 0.032696 -0.036112 1.011624 0.56 0.07 -0.77 -0.1365 -0.4950 -0.6360
9.70 23.94 1022.09 28.28 0.034160 -0.035624 1.011136 0.63 0.07 -0.77 -0.1470 -0.4935 -0.6315
9.71 23.94 1022.08 28.31 0.032696 -0.036112 1.013576 0.63 0.07 -0.77 -0.1350 -0.4860 -0.6315
9.72 23.94 1022.08 28.35 0.032208 -0.035136 1.013088 0.63 0.07 -0.77 -0.1335 -0.4830 -0.6270
9.73 23.94 1022.14 28.35 0.033184 -0.037576 1.013088 0.56 0.07 -0.77 -0.1215 -0.4890 -0.6360
9.74 23.94 1022.08 28.38 0.032208 -0.037576 1.012112 0.63 0.07 -0.77 -0.1350 -0.4860 -0.6270
9.75 24.00 1022.17 28.37 0.034160 -0.036112 1.013088 0.63 0.07 -0.77 -0.1275 -0.4950 -0.6285
9.76 24.00 1022.17 28.36 0.031720 -0.035624 1.012600 0.63 0.07 -0.77 -0.1335 -0.4920 -0.6360
9.77 24.00 1022.18 28.35 0.033184 -0.036600 1.013088 0.56 0.14 -0.77 -0.1395 -0.4935 -0.6285
9.78 24.00 1022.20 28.33 0.031720 -0.037576 1.012112 0.56 0.07 -0.77 -0.1320 -0.5010 -0.6435
9.79 24.00 1022.17 28.33 0.032696 -0.036600 1.012112 0.63 0.07 -0.77 -0.1380 -0.4905 -0.6405
9.80 24.00 1022.17 28.32 0.033672 -0.036600 1.011624 0.63 0.07 -0.84 -0.1470 -0.4905 -0.6360
9.81 24.00 1022.15 28.32 0.031720 -0.035624 1.013576 0.63 0.07 -0.84 -0.1365 -0.4860 -0.6450
9.82 24.00 1022.18 28.31 0.031720 -0.036600 1.012600 0.56 0.07 -0.84 -0.1260 -0.4935 -0.6300
9.83 24.00 1022.22 28.28 0.033184 -0.036112 1.012600 0.56 0.07 -0.84 -0.1230 -0.4950 -0.6345
9.84 24.00 1022.22 28.26 0.034160 -0.036112 1.012600 0.63 0.07 -0.77 -0.1290 -0.4965 -0.6375
9.85 24.00 1022.07 28.30 0.032696 -0.037576 1.011136 0.56 0.07 -0.77 -0.1350 -0.4920 -0.6390
9.86 24.00 1022.21 28.27 0.033184 -0.038064 1.011624 0.56 0.07 -0.77 -0.1380 -0.4905 -0.6360
9.87 23.94 1022.22 28.25 0.032696 -0.035624 1.012112 0.63 0.07 -0.77 -0.1335 -0.4905 -0.6270
9.88 23.94 1022.22 28.23 0.032208 -0.037088 1.012112 0.56 0.07 -0.77 -0.1470 -0.4950 -0.6390
9.89 23.94 1022.11 28.25 0.032208 -0.036600 1.011136 0.56 0.07 -0.77 -0.1290 -0.4950 -0.6225
9.90 23.94 1022.29 28.20 0.034160 -0.037576 1.013088 0.63 0.14 -0.77 -0.1365 -0.4965 -0.6360
9.91 23.94 1022.18 28.19 0.033184 -0.036600 1.013088 0.63 0.07 -0.77 -0.1365 -0.4980 -0.6360
9.92 23.94 1022.18 28.19 0.031720 -0.036112 1.012112 0.56 0.07 -0.77 -0.1275 -0.4860 -0.6285
9.93 23.94 1022.12 28.21 0.033184 -0.036600 1.013088 0.56 0.07 -0.77 -0.1380 -0.4965 -0.6300
9.94 23.94 1022.18 28.20 0.033672 -0.036112 1.012112 0.63 0.07 -0.77 -0.1290 -0.4980 -0.6345
9.95 23.94 1022.14 28.22 0.031720 -0.035624 1.013088 0.63 0.07 -0.77 -0.1335 -0.4950 -0.6345
9.96 23.94 1022.14 28.23 0.034160 -0.035624 1.011136 0.63 0.00 -0.77 -0.1440 -0.4860 -0.6345
9.97 23.94 1022.20 28.21 0.033184 -0.036600 1.012600 0.63 0.07 -0.77 -0.1305 -0.4860 -0.6375
9.98 23.94 1022.20 28.20 0.034160 -0.035624 1.012600 0.63 0.14 -0.77 -0.1335 -0.4830 -0.6360
9.99 24.00 1022.13 28.22 0.032208 -0.037088 1.012112 0.63 0.07 -0.77 -0.1305 -0.4845 -0.6270
10.00 24.00 1022.13 28.24 0.031720 -0.036112 1.012112 0.56 0.07 -0.77 -0.1440 -0.4965 -0.6450
